trainingAccuracy,testAccuracy
94.07749772071838,79.94999885559082
94.60499882698059,79.79999780654907
96.31500244140625,79.14000153541565
95.98749876022339,79.18999791145325
95.69000005722046,78.97999882698059
95.54499983787537,79.21000123023987
95.42999863624573,79.73999977111816
95.10499835014343,79.339998960495
95.91000080108643,79.22000288963318
96.1775004863739,78.27000021934509
95.63000202178955,79.18999791145325
95.93999981880188,78.78000140190125
96.59249782562256,78.56000065803528
96.09500169754028,78.97999882698059
96.14750146865845,78.46999764442444
93.95999908447266,79.61999773979187
96.11999988555908,78.60999703407288
95.95000147819519,78.78000140190125
95.70000171661377,79.43999767303467
96.63000106811523,78.75999808311462
91.91499948501587,80.8899998664856
91.97250008583069,81.62999749183655
92.51999855041504,81.08999729156494
92.39749908447266,80.37999868392944
93.6424970626831,81.27999901771545
92.6925003528595,81.40000104904175
92.40000247955322,81.41999840736389
92.05999970436096,80.95999956130981
93.09750199317932,81.05999827384949
94.53750252723694,80.36999702453613
93.71749758720398,80.76000213623047
91.92249774932861,81.25
94.21499967575073,79.94999885559082
94.98000144958496,79.22000288963318
94.1124975681305,80.32000064849854
93.70999932289124,80.47000169754028
93.39749813079834,80.25000095367432
94.40749883651733,80.04000186920166
94.74499821662903,79.39000129699707
95.08749842643738,79.39000129699707
92.86500215530396,80.54999709129333
95.05500197410583,79.90999817848206
94.38750147819519,79.11999821662903
95.90499997138977,79.25000190734863
94.22249794006348,79.75000143051147
91.99249744415283,81.11000061035156
91.03500247001648,81.62000179290771
93.4499979019165,80.32000064849854
93.46749782562256,80.59999942779541
93.30000281333923,80.80000281333923
93.52999925613403,80.55999875068665
92.79500246047974,81.02999925613403
93.55999827384949,80.62000274658203
94.02750134468079,80.69000244140625
93.86000037193298,79.72000241279602
93.79749894142151,80.44000267982483
93.84999871253967,80.55999875068665
93.70250105857849,80.27999997138977
93.38250160217285,80.34999966621399
94.66750025749207,79.75000143051147
93.80999803543091,79.61000204086304
94.47500109672546,79.6500027179718
94.71750259399414,79.32000160217285
95.01749873161316,79.44999933242798
95.91749906539917,78.96000146865845
94.37749981880188,79.39000129699707
94.30999755859375,79.5799970626831
95.25499939918518,79.4700026512146
95.22250294685364,78.930002450943
96.02500200271606,79.14999723434448
93.2449996471405,80.98999857902527
92.5249993801117,80.98000288009644
93.63250136375427,80.30999898910522
94.19999718666077,79.75999712944031
94.11749839782715,79.90999817848206
92.53000020980835,80.91999888420105
94.25250291824341,80.11999726295471
93.44499707221985,80.80000281333923
94.0625011920929,80.43000102043152
94.04000043869019,80.26000261306763
94.2900002002716,80.0499975681305
94.19249892234802,80.15999794006348
93.83749961853027,80.48999905586243
94.45750117301941,79.18999791145325
94.9874997138977,79.6999990940094
93.93249750137329,80.22000193595886
95.29250264167786,79.22000288963318
94.91000175476074,79.24000024795532
95.24499773979187,79.86999750137329
96.60750031471252,79.28000092506409
94.097501039505,79.75999712944031
94.60499882698059,79.93999719619751
95.51249742507935,79.76999878883362
95.64250111579895,79.50000166893005
96.3949978351593,78.83999943733215
93.1850016117096,80.5400013923645
93.58500242233276,79.85000014305115
94.31999921798706,79.86000180244446
93.71749758720398,80.37999868392944
94.01000142097473,79.86999750137329
93.75,80.51000237464905
92.61999726295471,80.47000169754028
94.93749737739563,79.1599988937378
94.75749731063843,79.1599988937378
95.42750120162964,79.68999743461609
94.41999793052673,79.60000038146973
94.00500059127808,80.30999898910522
94.9625015258789,79.67000007629395
95.35499811172485,79.58999872207642
94.72500085830688,80.07000088691711
94.52499747276306,79.36000227928162
95.54250240325928,79.55999970436096
96.13999724388123,79.93000149726868
95.27000188827515,79.46000099182129
96.35249972343445,79.12999987602234
95.96750140190125,79.64000105857849
95.51500082015991,79.83999848365784
95.96999883651733,79.07999753952026
96.64250016212463,78.89000177383423
96.81749939918518,78.64000201225281
92.43500232696533,81.26000165939331
93.00500154495239,80.55999875068665
94.82250213623047,79.49000000953674
93.70499849319458,80.25000095367432
94.02499794960022,79.47999835014343
94.16750073432922,80.14000058174133
93.98499727249146,79.97000217437744
93.47249865531921,80.58000206947327
95.74249982833862,79.03000116348267
94.56250071525574,79.64000105857849
95.22749781608582,79.61000204086304
94.63000297546387,79.67000007629395
95.3249990940094,79.26999926567078
95.85000276565552,78.96000146865845
96.22499942779541,79.58999872207642
95.88750004768372,79.4700026512146
95.95999717712402,79.72000241279602
96.07499837875366,79.36999797821045
95.49000263214111,79.46000099182129
96.48249745368958,79.25000190734863
95.47749757766724,79.43999767303467
95.38000226020813,79.39000129699707
95.57499885559082,78.86999845504761
96.65250182151794,79.6999990940094
95.8525002002716,78.78000140190125
91.95749759674072,81.15000128746033
92.04999804496765,80.16999959945679
93.63499879837036,80.55999875068665
92.90500283241272,80.62999844551086
93.31750273704529,80.44000267982483
93.57249736785889,80.46000003814697
93.32249760627747,80.26000261306763
93.197500705719,80.12999892234802
93.5575008392334,80.07000088691711
94.15249824523926,79.90000247955322
91.81749820709229,81.4300000667572
93.62249970436096,80.08000254631042
93.68000030517578,80.79000115394592
94.44249868392944,79.86999750137329
95.15500068664551,79.76999878883362
93.69249939918518,80.41999936103821
94.08000111579895,80.16999959945679
94.4474995136261,80.03000020980835
94.46499943733215,79.75999712944031
94.8074996471405,79.97999787330627
94.1124975681305,80.19000291824341
95.455002784729,79.68999743461609
95.05500197410583,79.40999865531921
95.16749978065491,79.58999872207642
95.58249711990356,79.47999835014343
92.25500226020813,81.6100001335144
92.64000058174133,81.15000128746033
93.30000281333923,80.5899977684021
94.28250193595886,79.6500027179718
93.77999901771545,80.54999709129333
94.0874993801117,79.8200011253357
92.65999794006348,81.26999735832214
94.12750005722046,80.44000267982483
94.3149983882904,79.26999926567078
94.94249820709229,79.83999848365784
94.507497549057,79.85000014305115
93.50249767303467,80.90999722480774
94.19999718666077,79.93000149726868
95.39999961853027,79.49000000953674
94.7950005531311,79.39000129699707
94.3274974822998,79.61000204086304
93.70250105857849,80.44999837875366
94.87500190734863,79.00000214576721
94.89499926567078,79.26999926567078
95.8899974822998,79.18000221252441
93.70250105857849,79.60000038146973
94.66500282287598,79.90000247955322
94.83749866485596,79.97999787330627
95.63249945640564,79.36000227928162
96.64750099182129,79.18000221252441
92.944997549057,81.05999827384949
93.47749948501587,80.29999732971191
93.67250204086304,80.72999715805054
92.86749958992004,80.8899998664856
94.00500059127808,80.44000267982483
94.20250058174133,80.0100028514862
94.31999921798706,80.46000003814697
93.83500218391418,80.27999997138977
94.097501039505,80.40000200271606
95.39499878883362,79.01999950408936
93.43249797821045,80.11000156402588
93.47000122070312,80.64000010490417
94.41750049591064,80.37999868392944
94.90249752998352,79.1100025177002
94.47749853134155,79.86999750137329
94.30000185966492,79.36999797821045
94.63499784469604,79.60000038146973
95.0950026512146,79.55999970436096
95.58500051498413,79.43999767303467
95.1324999332428,79.67000007629395
94.82499957084656,79.72999811172485
94.86250281333923,79.339998960495
96.13999724388123,78.74000072479248
95.08500099182129,79.32999730110168
96.43499851226807,79.36999797821045
94.03499960899353,80.47000169754028
93.7749981880188,80.66999912261963
93.22999715805054,80.55999875068665
94.24499869346619,79.64000105857849
93.97749900817871,79.73999977111816
93.3775007724762,80.80999851226807
93.70499849319458,80.76000213623047
93.61500144004822,79.78000044822693
94.6399986743927,79.21000123023987
95.28250098228455,79.6500027179718
94.51500177383423,79.86999750137329
94.4474995136261,79.68000173568726
94.91249918937683,79.46000099182129
94.24499869346619,79.60000038146973
94.66000199317932,79.78000044822693
95.13000249862671,78.96000146865845
95.517498254776,79.08999919891357
95.71250081062317,79.54000234603882
96.0224986076355,79.40000295639038
95.32250165939331,79.21000123023987
94.20250058174133,80.37999868392944
95.57499885559082,79.24000024795532
95.8899974822998,78.53999733924866
95.95249891281128,79.40999865531921
96.44749760627747,78.82000207901001
93.34750175476074,80.54999709129333
93.27250123023987,80.25000095367432
92.98750162124634,80.29999732971191
94.18500065803528,79.86999750137329
95.29250264167786,79.32999730110168
94.94249820709229,79.1700005531311
95.20249962806702,79.26999926567078
95.15500068664551,78.96999716758728
95.61499953269958,79.40000295639038
95.76749801635742,78.96000146865845
94.90749835968018,79.14999723434448
94.91750001907349,79.43999767303467
96.17000222206116,79.78000044822693
95.70000171661377,79.76999878883362
96.17499709129333,79.03000116348267
94.8074996471405,79.67000007629395
95.45000195503235,79.36000227928162
96.4900016784668,78.79999876022339
96.06000185012817,79.3500006198883
95.64499855041504,79.07000184059143
94.03250217437744,79.01999950408936
94.12000179290771,80.15999794006348
96.49749994277954,79.29999828338623
96.64750099182129,79.22000288963318
